age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
43,blue-collar,single,primary,no,0,no,no,cellular,9,1242,1,-1,0,unknown,yes
32,technician,married,tertiary,no,463,yes,no,unknown,13,128,2,-1,0,unknown,no
31,entrepreneur,married,tertiary,no,-231,yes,no,cellular,26,221,2,-1,0,unknown,no
33,technician,married,unknown,no,1450,no,no,cellular,27,81,1,-1,0,unknown,no
46,management,single,tertiary,no,593,yes,no,cellular,29,190,3,-1,0,unknown,no
31,admin.,married,secondary,no,393,yes,no,unknown,14,466,1,-1,0,unknown,no
77,retired,married,primary,no,3324,no,no,cellular,13,289,1,91,5,success,yes
57,blue-collar,divorced,primary,no,-176,yes,no,unknown,8,275,1,-1,0,unknown,no
33,management,single,tertiary,no,3770,no,no,cellular,28,757,2,-1,0,unknown,no
30,technician,single,secondary,no,865,no,no,cellular,4,114,1,-1,0,unknown,no
25,management,single,tertiary,no,1317,no,no,cellular,26,176,1,-1,0,unknown,yes
48,admin.,divorced,secondary,no,1282,yes,no,cellular,11,123,2,343,2,other,no
41,management,married,tertiary,no,472,yes,no,cellular,10,783,1,-1,0,unknown,no
39,entrepreneur,divorced,tertiary,no,208,yes,no,cellular,29,81,1,240,2,failure,no
29,admin.,single,secondary,no,260,yes,no,cellular,4,453,2,273,2,failure,no
27,services,married,secondary,no,58,yes,no,cellular,7,113,1,337,2,other,no
50,technician,married,secondary,no,-157,yes,no,unknown,27,353,3,-1,0,unknown,no
56,entrepreneur,divorced,primary,no,3,no,no,unknown,20,111,1,-1,0,unknown,no
31,blue-collar,married,primary,no,576,yes,yes,unknown,3,230,3,-1,0,unknown,no
43,technician,married,secondary,no,-932,yes,no,cellular,16,567,1,-1,0,unknown,no
26,services,single,secondary,no,46,yes,no,cellular,15,17,3,351,6,other,no
33,entrepreneur,married,tertiary,no,196,yes,no,cellular,18,58,1,-1,0,unknown,no
49,technician,married,unknown,no,-287,yes,no,unknown,26,49,1,-1,0,unknown,no
38,blue-collar,married,primary,no,0,yes,no,unknown,8,732,2,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,16,268,2,182,3,success,yes
29,housemaid,married,primary,no,7,no,yes,cellular,8,240,1,-1,0,unknown,no
39,blue-collar,married,primary,no,622,yes,no,unknown,20,169,1,-1,0,unknown,no
33,technician,married,secondary,no,3243,no,no,cellular,12,439,4,-1,0,unknown,yes
38,admin.,married,primary,no,3,yes,yes,unknown,5,124,2,-1,0,unknown,no
46,technician,married,secondary,no,1,no,yes,cellular,20,200,1,-1,0,unknown,no
30,management,single,tertiary,no,147,no,no,cellular,9,234,1,100,1,failure,yes
56,admin.,divorced,secondary,no,0,no,no,cellular,18,100,1,154,2,failure,no
36,housemaid,single,secondary,no,7171,yes,no,unknown,20,216,2,-1,0,unknown,no
53,blue-collar,divorced,secondary,no,-376,yes,no,cellular,9,90,2,-1,0,unknown,no
31,self-employed,married,tertiary,no,0,yes,no,cellular,22,392,2,-1,0,unknown,no
38,admin.,married,secondary,no,505,yes,yes,unknown,17,48,2,-1,0,unknown,no
24,technician,married,secondary,no,432,yes,no,cellular,7,212,2,-1,0,unknown,no
59,services,married,primary,no,31,no,no,unknown,16,41,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,12,87,4,357,4,failure,no
57,entrepreneur,married,secondary,no,1037,yes,yes,unknown,15,112,1,-1,0,unknown,no
30,technician,single,secondary,no,2734,no,no,cellular,21,459,3,-1,0,unknown,yes
43,blue-collar,divorced,primary,no,1234,yes,no,cellular,7,307,1,-1,0,unknown,no
32,blue-collar,married,primary,no,225,yes,no,unknown,23,23,1,-1,0,unknown,no
48,management,married,secondary,no,36686,no,no,cellular,30,295,1,-1,0,unknown,no
56,admin.,married,secondary,no,20,no,no,unknown,3,130,1,-1,0,unknown,no
48,services,single,primary,no,848,yes,no,unknown,15,98,1,-1,0,unknown,no
32,services,single,secondary,no,148,yes,no,cellular,18,150,1,-1,0,unknown,no
37,technician,married,tertiary,no,4596,yes,no,cellular,7,218,2,211,4,success,no
33,blue-collar,married,secondary,no,0,yes,yes,unknown,20,114,1,-1,0,unknown,no
45,management,married,tertiary,no,1847,no,no,unknown,16,77,5,-1,0,unknown,no
53,management,divorced,secondary,no,28,yes,no,cellular,6,135,2,289,1,failure,no
47,admin.,married,tertiary,no,12276,no,no,unknown,20,77,5,-1,0,unknown,no
56,services,divorced,secondary,no,450,no,no,unknown,9,47,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,1131,yes,yes,unknown,27,148,5,-1,0,unknown,no
60,retired,married,tertiary,no,0,no,no,cellular,25,101,3,-1,0,unknown,no
42,management,married,secondary,no,0,no,no,cellular,30,458,3,-1,0,unknown,no
41,technician,single,tertiary,no,159,no,no,cellular,18,164,1,-1,0,unknown,no
36,services,married,tertiary,no,2167,yes,yes,unknown,12,120,2,-1,0,unknown,no
57,admin.,married,unknown,no,17,no,no,cellular,17,54,4,-1,0,unknown,no
30,admin.,married,secondary,no,667,yes,no,unknown,2,154,2,-1,0,unknown,no
44,technician,married,secondary,no,533,yes,no,cellular,18,127,1,110,2,failure,no
59,admin.,divorced,tertiary,no,39,no,no,cellular,11,67,1,-1,0,unknown,no
56,unemployed,married,secondary,no,1340,no,yes,telephone,30,197,6,-1,0,unknown,no
28,technician,single,secondary,no,181,yes,no,cellular,28,139,3,-1,0,unknown,no
54,management,divorced,tertiary,no,2037,no,no,cellular,2,96,1,-1,0,unknown,no
37,admin.,married,secondary,no,-325,no,no,cellular,29,179,7,-1,0,unknown,no
52,admin.,single,secondary,no,2332,no,no,cellular,29,108,2,-1,0,unknown,no
46,management,married,tertiary,no,3115,no,no,cellular,18,134,2,-1,0,unknown,no
30,admin.,married,secondary,no,-150,yes,no,cellular,6,174,1,365,1,failure,no
44,blue-collar,married,secondary,no,1081,yes,no,unknown,20,304,2,-1,0,unknown,no
54,blue-collar,married,primary,no,126,yes,no,cellular,15,357,4,-1,0,unknown,no
29,management,single,tertiary,no,4210,yes,no,cellular,18,119,1,-1,0,unknown,no
55,management,single,unknown,no,111,no,no,cellular,16,117,1,-1,0,unknown,no
46,technician,married,secondary,no,159,no,yes,cellular,11,139,4,-1,0,unknown,no
36,admin.,single,tertiary,no,980,no,no,cellular,1,343,2,95,2,failure,no
36,services,married,primary,no,92,yes,no,cellular,5,244,7,-1,0,unknown,yes
34,management,married,tertiary,no,276,no,no,cellular,29,216,1,-1,0,unknown,no
38,technician,single,secondary,no,0,no,no,cellular,20,124,4,-1,0,unknown,no
40,admin.,single,secondary,no,60,yes,no,cellular,15,460,3,352,6,other,no
55,management,single,tertiary,no,1498,no,no,cellular,25,340,5,-1,0,unknown,no
34,blue-collar,married,secondary,no,6411,yes,yes,unknown,9,226,2,-1,0,unknown,no
30,unemployed,divorced,secondary,no,7105,no,no,cellular,22,321,2,-1,0,unknown,yes
26,management,divorced,tertiary,yes,-402,no,yes,unknown,12,127,2,-1,0,unknown,no
26,services,single,secondary,no,49,no,no,cellular,30,397,1,-1,0,unknown,no
61,retired,married,secondary,no,5207,no,no,cellular,11,336,1,81,2,other,no
36,blue-collar,married,secondary,no,-406,yes,yes,unknown,14,104,3,-1,0,unknown,no
33,management,single,tertiary,no,2637,no,no,cellular,28,583,17,-1,0,unknown,yes
33,blue-collar,married,secondary,no,304,yes,no,unknown,13,139,2,-1,0,unknown,no
29,management,married,tertiary,no,30,no,no,cellular,13,83,1,105,1,failure,no
37,management,married,secondary,no,261,no,no,cellular,22,296,3,-1,0,unknown,no
51,services,divorced,secondary,no,12,yes,no,cellular,17,150,1,-1,0,unknown,no
37,management,married,secondary,no,121,no,yes,unknown,19,89,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,13654,yes,yes,cellular,16,528,1,-1,0,unknown,no
37,management,married,tertiary,no,1276,no,no,cellular,16,146,1,94,2,success,yes
78,retired,married,secondary,no,220,no,no,cellular,4,220,1,-1,0,unknown,no
30,technician,single,tertiary,no,1289,yes,no,unknown,21,1697,2,-1,0,unknown,yes
53,admin.,married,secondary,no,-375,yes,no,cellular,30,103,1,252,1,failure,no
55,management,married,unknown,no,559,no,no,cellular,28,271,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,82,no,yes,cellular,23,387,1,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,216,yes,no,cellular,20,182,3,-1,0,unknown,no
29,student,single,secondary,no,1377,yes,no,cellular,3,248,1,446,2,success,yes
47,housemaid,married,primary,no,0,yes,no,telephone,15,162,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,330,yes,no,unknown,4,605,1,-1,0,unknown,no
60,retired,married,secondary,no,7,no,yes,cellular,18,87,5,-1,0,unknown,no
30,technician,single,secondary,no,486,no,no,cellular,28,335,3,-1,0,unknown,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,6,204,2,214,1,failure,no
29,admin.,single,secondary,no,405,yes,no,cellular,15,84,1,345,1,other,no
60,retired,married,primary,no,1369,no,yes,cellular,28,100,2,-1,0,unknown,no
51,services,married,secondary,no,-467,no,no,unknown,9,216,5,-1,0,unknown,no
35,technician,married,secondary,no,1057,yes,no,cellular,21,144,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,689,3,-1,0,unknown,no
57,technician,married,secondary,no,437,yes,no,unknown,19,44,4,-1,0,unknown,no
30,technician,married,secondary,no,207,yes,no,unknown,23,72,2,-1,0,unknown,no
47,blue-collar,married,primary,no,333,yes,no,cellular,21,118,1,113,4,failure,no
49,management,married,tertiary,no,735,yes,no,unknown,13,50,3,-1,0,unknown,no
57,unemployed,divorced,secondary,no,79,yes,no,unknown,1,60,1,592,2,failure,no
28,management,single,tertiary,no,5474,no,no,cellular,28,486,5,-1,0,unknown,yes
45,services,married,primary,no,627,yes,no,cellular,12,271,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,88,yes,no,cellular,20,21,5,-1,0,unknown,no
27,blue-collar,single,secondary,no,14,no,no,unknown,14,72,2,-1,0,unknown,no
27,blue-collar,single,secondary,no,240,yes,no,cellular,18,166,4,-1,0,unknown,no
55,technician,married,primary,no,938,no,yes,cellular,19,742,1,-1,0,unknown,no
46,technician,divorced,secondary,no,117,no,no,cellular,29,94,2,-1,0,unknown,no
42,admin.,married,secondary,no,16517,no,no,cellular,24,497,2,279,2,failure,no
43,blue-collar,single,primary,no,0,no,no,unknown,9,71,3,-1,0,unknown,no
67,retired,divorced,primary,no,1746,no,no,cellular,5,134,1,-1,0,unknown,no
47,technician,divorced,secondary,no,22,no,no,cellular,18,17,6,-1,0,unknown,no
33,management,married,tertiary,no,9725,yes,no,unknown,26,131,4,-1,0,unknown,no
75,retired,divorced,primary,no,46,no,no,cellular,2,294,1,-1,0,unknown,no
30,services,divorced,secondary,no,-94,yes,no,cellular,14,41,2,-1,0,unknown,no
40,housemaid,married,secondary,no,864,no,no,cellular,14,36,2,-1,0,unknown,no
31,technician,married,tertiary,no,311,no,yes,cellular,8,385,2,-1,0,unknown,no
25,admin.,single,secondary,no,82,no,yes,cellular,7,104,2,-1,0,unknown,yes
34,technician,single,secondary,no,347,yes,no,cellular,6,154,2,197,6,failure,no
33,management,married,tertiary,no,0,no,no,cellular,13,244,2,-1,0,unknown,no
44,management,married,tertiary,no,105,yes,no,unknown,6,1529,2,-1,0,unknown,no
43,management,married,tertiary,no,78,yes,no,cellular,21,36,1,109,1,other,no
27,management,single,tertiary,no,831,no,no,cellular,30,1081,2,-1,0,unknown,yes
31,blue-collar,married,secondary,no,754,yes,no,unknown,19,1022,4,-1,0,unknown,yes
36,management,single,tertiary,no,442,yes,yes,cellular,29,102,3,-1,0,unknown,no
30,services,single,primary,no,6,yes,yes,cellular,9,102,1,-1,0,unknown,no
29,blue-collar,married,secondary,no,508,yes,yes,unknown,19,262,5,-1,0,unknown,no
30,admin.,married,tertiary,no,501,yes,yes,cellular,25,92,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,-208,yes,yes,cellular,4,306,3,360,1,failure,no
55,blue-collar,married,secondary,no,328,no,yes,cellular,27,335,4,-1,0,unknown,no
44,self-employed,married,secondary,no,304,yes,no,telephone,9,15,5,-1,0,unknown,no
36,services,married,secondary,no,1024,yes,no,unknown,18,111,2,-1,0,unknown,no
37,unemployed,single,primary,no,1648,yes,no,unknown,5,166,2,-1,0,unknown,no
30,admin.,married,secondary,no,214,yes,yes,unknown,26,219,1,-1,0,unknown,no
35,admin.,single,secondary,no,-67,no,yes,cellular,21,84,1,-1,0,unknown,no
33,services,single,secondary,no,310,yes,no,cellular,12,54,2,371,1,failure,no
31,technician,married,tertiary,no,165,no,no,cellular,15,218,4,-1,0,unknown,no
60,retired,married,primary,no,1216,no,no,cellular,28,156,1,-1,0,unknown,no
39,technician,married,tertiary,no,4373,yes,no,cellular,13,78,6,-1,0,unknown,no
41,self-employed,married,tertiary,no,-195,yes,yes,cellular,4,52,3,-1,0,unknown,no
39,management,single,tertiary,no,5073,yes,no,cellular,12,1182,1,286,4,failure,yes
34,blue-collar,married,secondary,no,0,yes,no,cellular,17,301,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,161,yes,no,cellular,18,98,2,-1,0,unknown,no
28,management,single,tertiary,no,78,no,no,cellular,28,258,2,-1,0,unknown,no
32,management,single,tertiary,no,316,yes,no,cellular,29,215,3,-1,0,unknown,no
46,admin.,divorced,primary,no,429,yes,no,cellular,26,465,2,369,2,success,yes
58,blue-collar,married,primary,no,47,no,no,cellular,6,281,2,-1,0,unknown,no
58,retired,married,primary,no,2074,no,no,cellular,18,259,2,-1,0,unknown,yes
34,technician,single,secondary,no,2131,yes,no,cellular,13,53,1,-1,0,unknown,no
32,management,divorced,tertiary,no,12,no,no,cellular,17,321,1,-1,0,unknown,no
47,technician,married,tertiary,no,1127,no,no,cellular,11,133,6,-1,0,unknown,no
44,blue-collar,married,primary,no,1485,yes,no,unknown,16,428,1,-1,0,unknown,no
53,technician,married,secondary,no,910,no,no,cellular,17,156,1,-1,0,unknown,no
53,management,divorced,tertiary,no,93,no,no,cellular,30,219,2,-1,0,unknown,no
40,services,divorced,secondary,no,1062,yes,no,cellular,15,389,2,299,4,failure,no
56,management,married,primary,no,199,yes,yes,cellular,4,331,2,209,1,failure,no
42,entrepreneur,married,tertiary,no,1654,no,no,unknown,17,116,1,-1,0,unknown,no
29,technician,single,secondary,no,706,yes,no,cellular,18,1340,1,-1,0,unknown,yes
26,technician,single,secondary,no,831,no,yes,cellular,23,84,13,-1,0,unknown,no
47,management,married,unknown,no,641,no,no,cellular,21,501,3,-1,0,unknown,no
60,retired,divorced,tertiary,no,979,yes,no,cellular,15,295,3,347,1,failure,yes
58,management,divorced,tertiary,no,26254,yes,no,unknown,21,49,1,-1,0,unknown,no
31,technician,married,secondary,no,4182,yes,no,cellular,4,347,2,-1,0,unknown,yes
83,retired,married,secondary,no,0,no,no,telephone,7,201,2,268,2,failure,no
44,management,married,unknown,no,187,yes,no,unknown,7,185,1,-1,0,unknown,no
37,management,single,tertiary,no,361,no,no,cellular,20,174,2,-1,0,unknown,no
31,services,married,secondary,no,-538,no,yes,unknown,27,284,1,-1,0,unknown,no
60,management,married,tertiary,no,21088,yes,no,cellular,26,187,1,-1,0,unknown,no
47,services,married,secondary,no,1474,yes,no,cellular,15,77,1,368,3,failure,no
48,technician,divorced,secondary,no,0,no,yes,cellular,17,318,1,-1,0,unknown,no
58,technician,married,secondary,no,201,no,no,cellular,10,82,5,-1,0,unknown,no
51,admin.,single,secondary,no,1994,no,no,unknown,18,771,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,75,no,no,unknown,1,7,1,-1,0,unknown,no
51,management,married,tertiary,no,4917,no,no,cellular,23,113,1,-1,0,unknown,yes
38,admin.,single,secondary,no,2329,yes,no,cellular,29,261,1,-1,0,unknown,no
45,services,divorced,secondary,no,0,yes,yes,cellular,21,173,1,192,1,failure,no
29,blue-collar,married,secondary,no,975,yes,no,unknown,27,265,2,-1,0,unknown,no
33,management,single,tertiary,no,71,no,no,cellular,22,107,6,-1,0,unknown,no
49,management,single,tertiary,no,1556,yes,no,cellular,28,674,3,-1,0,unknown,no
33,technician,single,secondary,no,555,no,no,cellular,30,255,2,-1,0,unknown,no
35,blue-collar,married,primary,no,396,yes,no,cellular,20,110,1,-1,0,unknown,no
40,management,married,tertiary,no,-4,yes,no,unknown,5,2033,1,-1,0,unknown,no
28,self-employed,married,secondary,no,123,no,yes,telephone,22,313,1,-1,0,unknown,yes
33,technician,single,tertiary,no,2340,no,no,cellular,31,65,5,97,3,failure,no
59,retired,married,secondary,no,26,no,no,cellular,18,92,3,-1,0,unknown,no
31,blue-collar,married,secondary,no,1570,yes,yes,cellular,19,133,2,180,1,other,no
38,services,married,secondary,no,311,no,yes,cellular,25,114,12,-1,0,unknown,no
55,retired,married,secondary,no,-185,no,yes,telephone,2,463,2,-1,0,unknown,no
31,management,divorced,tertiary,no,1804,yes,no,unknown,23,206,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,-29,yes,no,unknown,8,196,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,397,yes,no,telephone,13,134,1,350,7,failure,no
37,self-employed,married,secondary,no,744,yes,yes,cellular,21,161,3,-1,0,unknown,no
31,management,single,tertiary,no,354,no,no,cellular,21,242,2,-1,0,unknown,yes
32,management,married,tertiary,no,-360,yes,no,cellular,21,176,4,-1,0,unknown,no
44,technician,single,tertiary,no,166,yes,no,unknown,13,267,3,-1,0,unknown,no
49,blue-collar,married,primary,no,130,no,no,unknown,30,139,2,-1,0,unknown,no
57,retired,married,tertiary,no,-5,no,no,cellular,10,42,1,-1,0,unknown,no
66,retired,married,secondary,no,3409,no,no,cellular,15,414,2,27,6,failure,no
43,technician,married,secondary,no,764,yes,no,cellular,18,164,5,127,5,failure,no
47,admin.,married,secondary,no,707,yes,no,cellular,29,152,3,-1,0,unknown,no
38,technician,married,secondary,no,254,yes,no,unknown,27,359,6,-1,0,unknown,no
52,technician,married,secondary,no,2102,yes,no,cellular,18,292,2,-1,0,unknown,no
27,management,single,tertiary,no,1995,yes,no,unknown,28,239,2,-1,0,unknown,no
52,services,married,primary,no,821,yes,yes,cellular,8,426,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,430,1,50,3,success,yes
31,admin.,divorced,secondary,no,360,no,no,cellular,15,332,1,297,2,other,no
22,blue-collar,single,secondary,no,3992,yes,yes,unknown,19,194,2,-1,0,unknown,no
37,management,married,tertiary,no,3770,yes,no,cellular,18,106,1,110,4,failure,no
45,blue-collar,married,tertiary,no,23,yes,yes,cellular,13,234,3,-1,0,unknown,no
31,technician,married,secondary,no,2420,yes,no,cellular,19,166,1,-1,0,unknown,no
40,technician,divorced,secondary,no,6,no,no,cellular,27,26,16,-1,0,unknown,no
54,self-employed,married,tertiary,no,368,no,no,cellular,18,74,2,110,4,failure,no
31,technician,married,secondary,no,-160,yes,no,cellular,14,126,6,-1,0,unknown,no
77,retired,married,secondary,no,4112,no,no,telephone,29,426,1,184,3,success,yes
37,technician,divorced,tertiary,no,1762,yes,no,cellular,16,309,1,317,1,failure,no
26,management,single,tertiary,no,33,no,no,cellular,23,297,1,-1,0,unknown,no
44,technician,divorced,secondary,no,2179,no,no,cellular,28,180,10,-1,0,unknown,no
35,admin.,married,secondary,no,220,yes,no,cellular,2,153,4,244,13,failure,no
40,technician,married,secondary,no,1159,no,no,telephone,21,19,1,-1,0,unknown,no
55,management,divorced,tertiary,no,277,no,no,cellular,12,101,3,-1,0,unknown,no
57,admin.,single,secondary,no,1615,yes,no,cellular,13,99,1,-1,0,unknown,no
30,technician,single,secondary,no,800,no,no,telephone,28,60,2,-1,0,unknown,no
51,blue-collar,married,primary,no,216,yes,no,cellular,17,666,3,274,3,failure,no
51,housemaid,married,primary,no,1382,no,no,unknown,17,226,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,556,no,yes,telephone,10,229,4,-1,0,unknown,no
32,management,married,tertiary,no,8929,no,no,cellular,11,126,1,-1,0,unknown,yes
31,services,single,secondary,no,2252,no,no,cellular,22,394,1,-1,0,unknown,no
48,housemaid,married,primary,no,380,yes,no,cellular,22,188,5,-1,0,unknown,no
42,self-employed,married,tertiary,no,1385,no,no,cellular,25,15,19,-1,0,unknown,no
33,blue-collar,married,primary,no,-306,yes,yes,unknown,13,851,4,-1,0,unknown,no
43,unemployed,married,secondary,no,775,no,no,cellular,30,488,1,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,416,yes,yes,telephone,11,87,2,-1,0,unknown,no
37,housemaid,married,secondary,yes,-205,no,yes,cellular,18,199,1,-1,0,unknown,no
43,services,married,primary,no,822,yes,no,unknown,16,112,1,-1,0,unknown,no
38,management,married,tertiary,no,1187,yes,yes,cellular,5,76,2,123,1,failure,no
35,unemployed,single,secondary,no,0,no,no,cellular,30,740,3,-1,0,unknown,no
41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,955,5,-1,0,unknown,yes
38,blue-collar,married,unknown,no,0,yes,no,cellular,2,477,2,267,1,failure,no
34,management,married,tertiary,no,997,yes,yes,cellular,21,81,1,-1,0,unknown,no
43,admin.,married,secondary,no,378,no,no,cellular,30,782,8,-1,0,unknown,yes
51,blue-collar,married,secondary,no,505,yes,no,telephone,7,199,4,-1,0,unknown,no
51,entrepreneur,married,primary,no,538,no,no,cellular,18,1122,4,-1,0,unknown,yes
48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,832,1,-1,0,unknown,yes
38,entrepreneur,married,secondary,no,61,yes,yes,unknown,28,170,5,-1,0,unknown,no
50,technician,married,secondary,no,416,yes,no,unknown,5,494,5,-1,0,unknown,yes
53,technician,married,secondary,no,598,no,no,cellular,2,340,3,264,2,failure,no
31,entrepreneur,single,secondary,no,37,no,no,cellular,8,73,2,-1,0,unknown,no
52,blue-collar,married,secondary,no,408,no,no,cellular,29,338,2,-1,0,unknown,no
43,technician,single,tertiary,no,1154,no,no,cellular,15,603,11,-1,0,unknown,no
39,blue-collar,married,secondary,no,1045,yes,yes,cellular,9,290,13,-1,0,unknown,no
51,blue-collar,divorced,primary,no,837,no,no,telephone,30,41,2,-1,0,unknown,no
45,management,married,primary,no,4758,yes,no,cellular,5,632,5,287,6,success,no
29,blue-collar,married,secondary,no,247,no,yes,cellular,7,199,1,-1,0,unknown,no
39,management,single,tertiary,no,1143,yes,no,cellular,8,89,6,-1,0,unknown,no
42,admin.,married,secondary,no,1133,yes,no,cellular,7,375,3,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,-104,yes,no,unknown,16,32,3,-1,0,unknown,no
33,technician,married,secondary,no,2362,yes,no,cellular,26,271,4,-1,0,unknown,no
44,blue-collar,divorced,secondary,no,427,yes,no,cellular,18,151,1,-1,0,unknown,no
27,services,single,secondary,no,139,no,no,cellular,25,165,3,-1,0,unknown,no
55,technician,married,tertiary,no,255,no,no,cellular,22,114,1,-1,0,unknown,no
45,blue-collar,married,primary,no,572,no,no,telephone,5,13,6,-1,0,unknown,no
45,management,married,tertiary,no,1300,no,no,cellular,30,135,3,-1,0,unknown,no
36,management,single,tertiary,no,1027,yes,no,cellular,4,151,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1086,yes,no,cellular,7,148,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,944,yes,no,unknown,12,198,3,-1,0,unknown,no
36,admin.,divorced,secondary,no,-611,yes,no,unknown,27,222,1,-1,0,unknown,no
40,services,married,secondary,no,664,yes,yes,cellular,18,29,5,-1,0,unknown,no
43,management,single,tertiary,no,2067,yes,no,unknown,8,756,1,-1,0,unknown,yes
39,management,married,tertiary,no,416,yes,no,cellular,7,145,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,-76,yes,no,unknown,27,170,1,-1,0,unknown,no
42,admin.,married,secondary,no,0,no,no,unknown,19,370,1,-1,0,unknown,no
50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,325,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,897,yes,no,unknown,20,26,2,-1,0,unknown,no
29,management,married,tertiary,no,30,no,no,cellular,30,139,1,-1,0,unknown,no
52,unemployed,married,primary,no,1724,no,no,cellular,29,73,1,-1,0,unknown,no
42,housemaid,married,tertiary,no,0,no,no,cellular,26,112,10,-1,0,unknown,no
54,housemaid,married,primary,no,284,no,no,telephone,13,127,4,-1,0,unknown,no
54,blue-collar,married,primary,no,836,yes,no,telephone,21,312,1,130,3,other,no
28,services,single,secondary,no,231,yes,yes,cellular,13,129,1,-1,0,unknown,no
44,blue-collar,married,primary,no,-89,no,yes,cellular,23,187,4,-1,0,unknown,no
48,services,married,secondary,no,2597,yes,no,cellular,6,182,2,355,1,failure,no
58,management,married,tertiary,no,1517,yes,no,telephone,29,7,5,-1,0,unknown,no
42,management,married,tertiary,no,-556,yes,yes,cellular,8,682,3,347,3,failure,yes
41,blue-collar,divorced,secondary,no,663,yes,no,unknown,22,24,1,792,3,other,no
56,management,married,tertiary,no,3120,yes,no,cellular,7,666,2,-1,0,unknown,no
30,management,married,tertiary,no,233,yes,no,unknown,14,382,10,-1,0,unknown,no
49,management,married,tertiary,no,1468,yes,no,cellular,28,88,3,-1,0,unknown,no
29,management,single,tertiary,no,92,no,no,cellular,2,101,1,92,5,success,no
30,technician,single,tertiary,no,60,yes,yes,unknown,7,306,5,-1,0,unknown,no
51,services,married,unknown,no,6,yes,no,cellular,7,282,1,-1,0,unknown,no
32,management,married,secondary,no,625,yes,no,cellular,2,352,1,56,2,failure,no
28,technician,single,secondary,no,126,no,no,cellular,3,229,1,-1,0,unknown,no
40,services,married,secondary,no,0,yes,no,cellular,24,139,1,-1,0,unknown,no
45,services,married,unknown,no,293,no,no,cellular,24,196,2,-1,0,unknown,no
37,entrepreneur,married,secondary,no,680,yes,yes,cellular,21,21,11,185,1,other,no
37,management,married,tertiary,no,2364,no,no,telephone,18,662,4,-1,0,unknown,no
31,admin.,single,secondary,no,0,yes,yes,unknown,29,183,3,-1,0,unknown,no
43,blue-collar,married,primary,no,250,yes,no,cellular,12,144,5,342,16,failure,no
48,management,married,secondary,no,3663,yes,no,cellular,19,239,1,-1,0,unknown,no
42,services,married,primary,no,473,yes,no,cellular,30,54,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,802,yes,no,unknown,28,195,3,-1,0,unknown,no
32,blue-collar,married,secondary,no,3144,yes,no,unknown,23,348,2,-1,0,unknown,no
32,management,single,tertiary,no,2059,no,no,cellular,4,886,2,-1,0,unknown,no
29,admin.,single,secondary,no,315,yes,no,unknown,2,121,4,-1,0,unknown,no
40,blue-collar,divorced,primary,no,21,yes,no,unknown,9,584,1,-1,0,unknown,no
37,technician,married,secondary,no,5380,no,no,cellular,25,123,6,-1,0,unknown,no
52,management,married,tertiary,no,1701,yes,yes,cellular,17,381,1,117,2,other,no
41,management,married,tertiary,no,65,yes,no,unknown,6,524,2,-1,0,unknown,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,723,2,-1,0,unknown,no
77,retired,married,primary,no,680,no,no,telephone,27,341,4,94,3,failure,no
48,blue-collar,married,primary,no,104,no,no,cellular,8,103,4,-1,0,unknown,no
58,blue-collar,married,primary,no,66,yes,no,cellular,15,184,4,-1,0,unknown,no
32,management,single,tertiary,no,27,yes,no,cellular,18,261,1,-1,0,unknown,no
32,management,single,tertiary,no,3616,no,no,cellular,14,165,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,501,yes,no,cellular,9,132,1,-1,0,unknown,no
25,self-employed,single,tertiary,no,42,yes,no,cellular,3,320,1,-1,0,unknown,yes
39,services,divorced,secondary,no,-288,yes,no,cellular,11,227,1,-1,0,unknown,no
